id,question,reference_answer,generated_answer,retrieved_contexts,retrieved_sources,retrieval_distances,retrieval_time_seconds,generation_time_seconds,faithfulness,faithfulness_error,faithfulness_time_seconds,factual_correctness,factual_correctness_error,factual_correctness_time_seconds,semantic_similarity,semantic_similarity_error,semantic_similarity_time_seconds,question_time_seconds,evaluator_model,gpt56_faithfulness,gpt56_factual_correctness,gpt56_answer_relevancy,gpt56_factual_band,gpt56_judgment_note,qwen_minus_gpt56_faithfulness,qwen_minus_gpt56_factual_correctness
q078,"Does the standard hotel limit include mandatory hotel taxes, and how is separately charged breakfast treated?",Mandatory hotel taxes are included; separately charged breakfast is excluded from the room-rate limit where breakfast is reimbursable under the expense policy.,"Yes, the standard hotel limit includes mandatory hotel taxes, and separately charged breakfast is treated as reimbursable under the expense policy.","[""## 3. Meals during business travel\n\nThe standard maximum reimbursable meal expense per person is:\n\n| Location | Maximum per meal |\n|---|---:|\n| Germany | EUR 35 |\n| Belgium | EUR 40 |\n| Spain | EUR 35 |\n| Pakistan | PKR 6,500 |\n\nAlcoholic beverages are not reimbursable under the standard meal allowance.\n\n## 4. Hotels\n\nHotel room-rate limits are **not defined by this policy**.\n\nFor hotel limits, employees must use the current **Business Travel Policy, HR-TRV-0173**.\n\nThis is intentional: the expense policy defines how claims are submitted, while the travel policy defines allowable hotel rates.\n\n## 5. Ground transportation"", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward"", ""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150.""]","[""expense_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.5266075134277344, 0.5498480796813965, 0.5990731120109558]",0.072,0.935,1.0,,14.136,1.0,,14.842,0.9366684763490243,,0.129,30.115,GPT-5.6 Sol,1.00,0.75,1.00,Partial,"Correct on mandatory taxes and breakfast reimbursement, but omits that separately charged breakfast is excluded from the room-rate ceiling.",0.0000,0.2500
q079,What must happen before booking if a hotel rate exceeds the standard limit?,The employee’s manager and the relevant cost-center owner must approve the higher rate before booking.,"The limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy. A higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.","[""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels"", ""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150."", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.45452725887298584, 0.4664287567138672, 0.485051691532135]",0.055,1.485,1.0,,18.605,0.67,,13.804,0.8077230322204095,,0.157,34.106,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0000,-0.3300
q080,What class should normally be used for a rail journey lasting 2 hours and 45 minutes?,Standard class.,The class should normally be business class for a rail journey lasting 2 hours and 45 minutes.,"[""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.6159675717353821, 0.6924318075180054, 0.7484848499298096]",0.11,1.578,0.0,,12.379,0.0,,9.516,0.6254600703197172,,0.149,23.732,GPT-5.6 Sol,0.00,0.00,1.00,Low,Wrong rail class: a 2 h 45 min journey should normally use standard class.,0.0000,0.0000
q081,A rail journey lasts 3 hours. Under what conditions may first class be used?,If the fare is reasonable and manager approval has been obtained.,"Under the conditions, first class may be used for rail journeys of 3 hours or more if the fare is reasonable and manager approval has been obtained.","[""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.5069155097007751, 0.6167641282081604, 0.668217658996582]",0.058,0.959,1.0,,14.893,1.0,,10.641,0.7686938756197468,,0.11,26.662,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0000,0.0000
q082,What booking channel should employees normally use when it is available for the destination?,The approved corporate travel provider.,The booking channel employees should normally use when it is available for the destination is the approved corporate travel provider.,"[""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples""]","[""travel_policy.md"", ""travel_policy.md"", ""remote_work.md""]","[0.35841232538223267, 0.5606241226196289, 0.6227352619171143]",0.046,1.916,1.0,,10.035,0.0,,9.948,0.7757949740129526,,0.148,22.094,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0000,-1.0000
q083,What must an employee add when a booking is made outside the approved travel channel?,A short justification when the expense claim is submitted.,The answer is: /no_check/,"[""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 3. Security requirements\n\nEmployees working remotely must:\n\n- use the company-managed device for company work;\n- connect through the approved VPN when required;\n- follow FakeCompanyABC information-security rules;\n- prevent unauthorized persons from accessing company information;\n- report loss or theft of company devices immediately.\n\n## 4. Temporary exceptions\n\nA department director may approve a temporary exception to the weekly office-attendance requirement for up to **4 consecutive weeks**.\n\nAn exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples""]","[""travel_policy.md"", ""travel_policy.md"", ""remote_work.md""]","[0.3688144087791443, 0.49316415190696716, 0.5922216176986694]",0.061,0.472,1.0,,10.302,0.0,,8.107,0.5951291141061616,,0.093,19.035,GPT-5.6 Sol,0.00,0.00,0.00,Low,The output '/no_check/' is not an answer to the question.,1.0000,0.0000
q084,Do “TRV-0173” and “travel policy 0173” point to different documents?,No. Both refer to the Business Travel Policy HR-TRV-0173.,No.,"[""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 8. Examples\n\n- A EUR 18 taxi expense does not require a receipt under the general receipt threshold, but the business purpose must still be recorded.\n- A EUR 28 meal requires a receipt.\n- A hotel claim should be checked against HR-TRV-0173, not against the meal limits in this document.""]","[""travel_policy.md"", ""travel_policy.md"", ""expense_policy.md""]","[0.5184564590454102, 0.7662136554718018, 0.7667273879051208]",0.061,0.575,0.0,,11.62,0.0,,9.643,0.5722972414554442,,0.194,22.094,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",-1.0000,-1.0000
q085,"A Spain hotel costs EUR 158 per night in 2026. Is it inside the standard limit, and if not, what is required?","No. The standard limit is EUR 150, so advance approval is required.","Yes, it is inside the standard limit. The maximum reimbursable room rate per night in Spain for 2026 is EUR 150, which is below the EUR 158 per night. Therefore, it is within the standard limit.","[""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150."", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward"", ""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.23601177334785461, 0.384624183177948, 0.3855525851249695]",0.062,2.583,1.0,,19.665,0.67,,15.884,0.7500295360226346,,0.133,38.328,GPT-5.6 Sol,0.50,0.25,1.00,Low,The response states the correct EUR 150 limit but reaches the opposite conclusion; EUR 158 exceeds it and requires advance approval.,0.5000,0.4200
q086,"An employee asks the expense team for the 2026 Germany hotel ceiling. Which policy supplies the limit, and what is the amount?","The Business Travel Policy HR-TRV-0173 supplies the limit, which is EUR 160 per night.",The policy supplies the limit for the 2026 Germany hotel ceiling. The amount is EUR 160.,"[""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150."", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward"", ""## 3. Meals during business travel\n\nThe standard maximum reimbursable meal expense per person is:\n\n| Location | Maximum per meal |\n|---|---:|\n| Germany | EUR 35 |\n| Belgium | EUR 40 |\n| Spain | EUR 35 |\n| Pakistan | PKR 6,500 |\n\nAlcoholic beverages are not reimbursable under the standard meal allowance.\n\n## 4. Hotels\n\nHotel room-rate limits are **not defined by this policy**.\n\nFor hotel limits, employees must use the current **Business Travel Policy, HR-TRV-0173**.\n\nThis is intentional: the expense policy defines how claims are submitted, while the travel policy defines allowable hotel rates.\n\n## 5. Ground transportation""]","[""travel_policy.md"", ""travel_policy.md"", ""expense_policy.md""]","[0.4140881299972534, 0.4407272934913635, 0.518712043762207]",0.063,1.375,1.0,,13.949,1.0,,14.171,0.7817986909940278,,0.12,29.679,GPT-5.6 Sol,1.00,0.75,0.75,Partial,"Correct EUR 160 amount, but the requested policy name/identifier (Business Travel Policy HR-TRV-0173) is omitted.",0.0000,0.2500
q087,A business traveler in Germany sees EUR 35 in the expense policy and EUR 160 in the travel policy. Which number applies to a hotel room and which to a meal?,EUR 160 is the hotel room limit; EUR 35 is the standard maximum reimbursable meal expense per person.,"The number that applies to a hotel room in Germany is EUR 160, and the number that applies to a meal in Germany is EUR 35.","[""## 3. Meals during business travel\n\nThe standard maximum reimbursable meal expense per person is:\n\n| Location | Maximum per meal |\n|---|---:|\n| Germany | EUR 35 |\n| Belgium | EUR 40 |\n| Spain | EUR 35 |\n| Pakistan | PKR 6,500 |\n\nAlcoholic beverages are not reimbursable under the standard meal allowance.\n\n## 4. Hotels\n\nHotel room-rate limits are **not defined by this policy**.\n\nFor hotel limits, employees must use the current **Business Travel Policy, HR-TRV-0173**.\n\nThis is intentional: the expense policy defines how claims are submitted, while the travel policy defines allowable hotel rates.\n\n## 5. Ground transportation"", ""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150."", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward""]","[""expense_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.411301851272583, 0.4517271816730499, 0.48783940076828003]",0.064,1.867,1.0,,14.504,1.0,,15.754,0.8391513669132213,,0.124,32.314,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0000,0.0000
q088,"After returning from parental leave, a Germany-based employee wants to work remotely at the normal maximum. Which policy governs the arrangement and what is that maximum?","Remote Work Policy HR-RMT-0204 governs it, and the normal Germany maximum is 3 remote days per week.","The policy governing the arrangement is HR-RMT-0204, and the maximum number of remote days is 3.","[""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""The request should normally be submitted at least **4 weeks before** the planned return date.\n\nApproval depends on role requirements, local law, and agreement with HR and the employee's manager.\n\n## 5. Remote work after parental leave\n\nReturning from parental leave does not automatically create an additional remote-work allowance.\n\nAny remote-work arrangement must follow **Remote Work Policy HR-RMT-0204** unless a specific temporary exception is approved.\n\n## 6. Annual leave interaction\n\nCompany-paid transition days are not deducted from the employee's annual-leave balance.\n\nUnused annual leave remains governed by **Annual Leave Policy HR-LEV-0101**, including its carry-forward rules."", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days.""]","[""remote_work.md"", ""parental_leave.md"", ""remote_work.md""]","[0.506834864616394, 0.5316176414489746, 0.5378226041793823]",0.067,1.693,1.0,,13.879,1.0,,15.386,0.8759949708691196,,0.122,31.148,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0000,0.0000
q089,"A returning parent has unused annual leave. Which policy controls those unused days, and what is the normal carry-forward cap?","Annual Leave Policy HR-LEV-0101 controls them, and the normal carry-forward cap is 5 days.","The policy that controls the unused annual leave days is **Annual Leave Policy HR-LEV-0101**, including its carry-forward rules. The normal carry-forward cap is 5 unused annual-leave days.","[""Unused annual leave remains governed by **Annual Leave Policy HR-LEV-0101**, including its carry-forward rules.\n\n## 7. Examples\n\n- An eligible full-time employee with 18 months of service may receive up to 5 company-paid transition days.\n- An employee with only 8 months of continuous service is not eligible for the company-paid transition days under this policy, although statutory rights may still apply.\n- A returning employee requesting temporary remote work must also consider HR-RMT-0204."", ""## 3. Carry-forward\n\nEmployees may carry forward a maximum of **5 unused annual-leave days** into the following calendar year.\n\nCarried-forward leave must normally be used by **31 March** of the following year. Any remaining carried-forward leave expires after that date unless HR has approved an exception in writing.\n\n## 4. Leave requests\n\nLeave of **5 consecutive working days or fewer** should normally be requested at least **5 working days in advance**.\n\nLeave of **more than 5 consecutive working days** should normally be requested at least **3 weeks in advance**.\n\nAll annual-leave requests require approval from the employee's direct manager.\n\n## 5. Probation"", ""The request should normally be submitted at least **4 weeks before** the planned return date.\n\nApproval depends on role requirements, local law, and agreement with HR and the employee's manager.\n\n## 5. Remote work after parental leave\n\nReturning from parental leave does not automatically create an additional remote-work allowance.\n\nAny remote-work arrangement must follow **Remote Work Policy HR-RMT-0204** unless a specific temporary exception is approved.\n\n## 6. Annual leave interaction\n\nCompany-paid transition days are not deducted from the employee's annual-leave balance.\n\nUnused annual leave remains governed by **Annual Leave Policy HR-LEV-0101**, including its carry-forward rules.""]","[""parental_leave.md"", ""annual_leave.md"", ""parental_leave.md""]","[0.42797285318374634, 0.46656686067581177, 0.4734557867050171]",0.055,2.148,1.0,,19.232,1.0,,18.758,0.9372353564711946,,0.168,40.361,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0000,0.0000
q090,"A Germany-contracted employee temporarily works from Pakistan. Does that temporary location change the employee’s annual-leave entitlement, and is cross-border remote work automatically covered by the normal weekly allowance?","No on both points: the Germany annual-leave entitlement continues unless the contract changes, and cross-border remote work is not automatically covered by the normal weekly allowance.","Yes, the temporary location change affects the annual-leave entitlement, and cross-border remote work is automatically covered by the normal weekly allowance.","[""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""## 7. Examples\n\n- An employee contracted in Germany with 8 unused days at year-end may carry forward only 5 days.\n- An employee contracted in Pakistan with 3 unused days may carry all 3 days forward.\n- A Germany-based employee temporarily working from Pakistan still follows the Germany annual-leave entitlement unless the employment contract is changed.""]","[""remote_work.md"", ""remote_work.md"", ""annual_leave.md""]","[0.34669655561447144, 0.3539707064628601, 0.37928643822669983]",0.076,1.576,0.0,,13.096,0.67,,15.981,0.9006788524649255,,0.214,30.943,GPT-5.6 Sol,0.00,0.00,1.00,Low,Both requested conclusions are reversed relative to the retrieved policies.,0.0000,0.6700
q091,"For a full-time employee contractually based in Pakistan, state the standard annual-leave entitlement and normal weekly remote-work maximum.",24 working days of annual leave per year and up to 2 remote days per week.,"For a full-time employee contractually based in Pakistan, the standard annual-leave entitlement is 24 working days per calendar year, and the normal weekly remote-work maximum is 2 days per week.","[""# FakeCompanyABC Annual Leave Policy\n\n## 1. Purpose\n\nThis policy defines annual paid leave, carry-forward rules, and the process for requesting leave at FakeCompanyABC.\n\n## 2. Annual leave entitlement\n\nAnnual leave depends on the employee's contractual work location.\n\n### Germany\n\nFull-time employees whose contractual work location is Germany receive **30 working days of paid annual leave per calendar year**.\n\n### Pakistan\n\nFull-time employees whose contractual work location is Pakistan receive **24 working days of paid annual leave per calendar year**.\n\nPart-time employees receive annual leave on a pro-rata basis according to their contracted working days.\n\n## 3. Carry-forward"", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days.""]","[""annual_leave.md"", ""remote_work.md"", ""remote_work.md""]","[0.37566938996315, 0.40667420625686646, 0.42431640625]",0.065,1.861,1.0,,15.156,1.0,,14.501,0.8498053100589883,,0.127,31.711,GPT-5.6 Sol,1.00,1.00,1.00,High,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0000,0.0000
