id,question,reference_answer,generated_answer,retrieved_contexts,retrieved_sources,retrieval_distances,tfidf_mode,tfidf_candidate_sources,tfidf_lexical_ranking,retrieval_time_seconds,generation_time_seconds,faithfulness,faithfulness_error,faithfulness_time_seconds,factual_correctness,factual_correctness_error,factual_correctness_time_seconds,semantic_similarity,semantic_similarity_error,semantic_similarity_time_seconds,question_time_seconds,evaluator_model,gpt56_faithfulness,gpt56_factual_correctness,gpt56_answer_relevancy,gpt56_factual_band,gpt56_judgment_note,qwen_minus_gpt56_faithfulness,qwen_minus_gpt56_factual_correctness
q080,What class should normally be used for a rail journey lasting 2 hours and 45 minutes?,Standard class.,The class should normally be business class for a rail journey lasting 2 hours and 45 minutes.,"[""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.6159675717353821, 0.6924318075180054, 0.7484848499298096]",tfidf_filtered,"[""travel_policy.md""]","[{""source"": ""travel_policy.md"", ""score"": 0.223403}, {""source"": ""annual_leave.md"", ""score"": 0.01696}, {""source"": ""expense_policy.md"", ""score"": 0.0}, {""source"": ""parental_leave.md"", ""score"": 0.0}, {""source"": ""remote_work.md"", ""score"": 0.0}]",0.049,1.489,0.0,,12.862,0.0,,9.424,0.6254600703197172,,0.084,23.909,GPT-5.6 Sol,0.0,0.0,1.0,incorrect,Wrong rail class: a 2 h 45 min journey should normally use standard class.,0.0,0.0
q081,A rail journey lasts 3 hours. Under what conditions may first class be used?,If the fare is reasonable and manager approval has been obtained.,"Under the conditions, first class may be used for rail journeys of 3 hours or more if the fare is reasonable and manager approval has been obtained.","[""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.5069155097007751, 0.6167641282081604, 0.668217658996582]",tfidf_filtered,"[""travel_policy.md""]","[{""source"": ""travel_policy.md"", ""score"": 0.216835}, {""source"": ""annual_leave.md"", ""score"": 0.009871}, {""source"": ""expense_policy.md"", ""score"": 0.0}, {""source"": ""parental_leave.md"", ""score"": 0.0}, {""source"": ""remote_work.md"", ""score"": 0.0}]",0.046,0.944,1.0,,15.392,1.0,,11.581,0.7686938756197468,,0.113,28.077,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,0.0
q082,What booking channel should employees normally use when it is available for the destination?,The approved corporate travel provider.,The booking channel employees should normally use when it is available for the destination is the approved corporate travel provider.,"[""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.35841232538223267, 0.5606241226196289, 0.6789093017578125]",tfidf_filtered,"[""travel_policy.md""]","[{""source"": ""travel_policy.md"", ""score"": 0.125315}, {""source"": ""expense_policy.md"", ""score"": 0.029662}, {""source"": ""remote_work.md"", ""score"": 0.02681}, {""source"": ""annual_leave.md"", ""score"": 0.0}, {""source"": ""parental_leave.md"", ""score"": 0.0}]",0.055,2.212,1.0,,14.714,0.0,,10.015,0.7757949740129526,,0.104,27.1,GPT-5.6 Sol,1.0,1.0,1.0,correct,The approved corporate travel provider is explicitly stated in the new booking-channel context.,0.0,-1.0
q083,What must an employee add when a booking is made outside the approved travel channel?,A short justification when the expense claim is submitted.,The employee must include a short justification when a booking is made outside the approved travel channel.,"[""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.3688144087791443, 0.49316415190696716, 0.734095573425293]",tfidf_filtered,"[""travel_policy.md""]","[{""source"": ""travel_policy.md"", ""score"": 0.198994}, {""source"": ""expense_policy.md"", ""score"": 0.049061}, {""source"": ""annual_leave.md"", ""score"": 0.0}, {""source"": ""parental_leave.md"", ""score"": 0.0}, {""source"": ""remote_work.md"", ""score"": 0.0}]",0.056,0.725,1.0,,11.113,1.0,,10.945,0.7300697747498611,,0.1,22.94,GPT-5.6 Sol,1.0,1.0,1.0,correct,Correctly states that a short justification must be included for bookings outside the approved channel.,0.0,0.0
q084,Do “TRV-0173” and “travel policy 0173” point to different documents?,No. Both refer to the Business Travel Policy HR-TRV-0173.,No.,"[""## 6. Booking channels\n\nEmployees should use the approved corporate travel provider when it is available for the destination.\n\nBookings made outside the approved channel must include a short justification when the expense claim is submitted.\n\n## 7. Exact identifier note\n\nThis policy is identified as **HR-TRV-0173**. Questions referring to \""TRV-0173\"", \""HR-TRV-0173\"", or \""travel policy 0173\"" refer to this policy.\n\n## 8. Examples"", ""# FakeCompanyABC Business Travel Policy\n\n## 1. Approval\n\nAll business travel must be approved by the employee's manager **before booking**.\n\nInternational travel additionally requires the cost center to be identified before booking.\n\n## 2. Air travel\n\nFor flights with a scheduled duration of **6 hours or less**, employees should book economy class.\n\nFor flights with a scheduled duration of **more than 6 hours**, premium economy may be booked with manager approval.\n\nBusiness class requires director-level approval and a documented business justification.\n\n## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:"", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.5184564590454102, 0.7662136554718018, 0.9240214228630066]",tfidf_filtered,"[""travel_policy.md""]","[{""source"": ""travel_policy.md"", ""score"": 0.280143}, {""source"": ""expense_policy.md"", ""score"": 0.129263}, {""source"": ""parental_leave.md"", ""score"": 0.011743}, {""source"": ""annual_leave.md"", ""score"": 0.0}, {""source"": ""remote_work.md"", ""score"": 0.0}]",0.061,1.008,0.0,,12.934,0.67,,9.784,0.5722972414554442,,0.094,23.882,GPT-5.6 Sol,1.0,1.0,1.0,correct,The identifier note explicitly states that TRV-0173 and 'travel policy 0173' refer to the same policy.,-1.0,-0.32999999999999996
q085,"A Spain hotel costs EUR 158 per night in 2026. Is it inside the standard limit, and if not, what is required?","No. The standard limit is EUR 150, so advance approval is required.","Yes, it is inside the standard limit. The maximum reimbursable room rate per night in Spain for 2026 is EUR 150, which is below the EUR 158 per night. Therefore, it is within the standard limit.","[""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150."", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward"", ""## 4. Historical limits — do not use for travel from 2026 onward\n\nUnder **version 3.2**, effective from 1 January 2025 through 31 December 2025, the hotel limits were:\n\n| Location | 2025 maximum room rate per night |\n|---|---:|\n| Germany | EUR 130 |\n| Belgium | EUR 145 |\n| Spain | EUR 125 |\n| Pakistan | PKR 26,000 |\n\nThese values are retained here only for audit and historical-reference purposes.\n\n## 5. Rail travel\n\nStandard class should normally be used for rail journeys under **3 hours**.\n\nFirst class may be used for rail journeys of **3 hours or more** if the fare is reasonable and manager approval has been obtained.\n\n## 6. Booking channels""]","[""travel_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.23601177334785461, 0.384624183177948, 0.3855525851249695]",tfidf_filtered,"[""travel_policy.md""]","[{""source"": ""travel_policy.md"", ""score"": 0.343718}, {""source"": ""expense_policy.md"", ""score"": 0.104934}, {""source"": ""remote_work.md"", ""score"": 0.017261}, {""source"": ""annual_leave.md"", ""score"": 0.0}, {""source"": ""parental_leave.md"", ""score"": 0.0}]",0.061,2.649,1.0,,20.145,0.67,,16.58,0.7500295360226346,,0.124,39.559,GPT-5.6 Sol,0.5,0.25,1.0,mostly_incorrect,The response states the correct EUR 150 limit but reaches the opposite conclusion; EUR 158 exceeds it and requires advance approval.,0.5,0.42000000000000004
q086,"An employee asks the expense team for the 2026 Germany hotel ceiling. Which policy supplies the limit, and what is the amount?","The Business Travel Policy HR-TRV-0173 supplies the limit, which is EUR 160 per night.",The policy supplies the limit for the 2026 Germany hotel ceiling. The amount is EUR 160.,"[""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150."", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward"", ""## 3. Meals during business travel\n\nThe standard maximum reimbursable meal expense per person is:\n\n| Location | Maximum per meal |\n|---|---:|\n| Germany | EUR 35 |\n| Belgium | EUR 40 |\n| Spain | EUR 35 |\n| Pakistan | PKR 6,500 |\n\nAlcoholic beverages are not reimbursable under the standard meal allowance.\n\n## 4. Hotels\n\nHotel room-rate limits are **not defined by this policy**.\n\nFor hotel limits, employees must use the current **Business Travel Policy, HR-TRV-0173**.\n\nThis is intentional: the expense policy defines how claims are submitted, while the travel policy defines allowable hotel rates.\n\n## 5. Ground transportation""]","[""travel_policy.md"", ""travel_policy.md"", ""expense_policy.md""]","[0.4140881299972534, 0.4407272934913635, 0.518712043762207]",ambiguous_signal_full_corpus,,"[{""source"": ""travel_policy.md"", ""score"": 0.200993}, {""source"": ""expense_policy.md"", ""score"": 0.153039}, {""source"": ""remote_work.md"", ""score"": 0.053127}, {""source"": ""annual_leave.md"", ""score"": 0.0}, {""source"": ""parental_leave.md"", ""score"": 0.0}]",0.06,1.315,1.0,,14.222,1.0,,12.833,0.7817986909940278,,0.11,28.541,GPT-5.6 Sol,1.0,0.75,0.75,mostly_correct,"Correct EUR 160 amount, but the requested policy name/identifier (Business Travel Policy HR-TRV-0173) is omitted.",0.0,0.25
q087,A business traveler in Germany sees EUR 35 in the expense policy and EUR 160 in the travel policy. Which number applies to a hotel room and which to a meal?,EUR 160 is the hotel room limit; EUR 35 is the standard maximum reimbursable meal expense per person.,"The number that applies to a hotel room in Germany is EUR 160, and the number that applies to a meal in Germany is EUR 35.","[""## 3. Meals during business travel\n\nThe standard maximum reimbursable meal expense per person is:\n\n| Location | Maximum per meal |\n|---|---:|\n| Germany | EUR 35 |\n| Belgium | EUR 40 |\n| Spain | EUR 35 |\n| Pakistan | PKR 6,500 |\n\nAlcoholic beverages are not reimbursable under the standard meal allowance.\n\n## 4. Hotels\n\nHotel room-rate limits are **not defined by this policy**.\n\nFor hotel limits, employees must use the current **Business Travel Policy, HR-TRV-0173**.\n\nThis is intentional: the expense policy defines how claims are submitted, while the travel policy defines allowable hotel rates.\n\n## 5. Ground transportation"", ""## 8. Examples\n\n- A hotel in Germany costing EUR 155 per night is within the 2026 standard limit.\n- A Germany hotel costing EUR 145 per night was above the standard 2025 limit but is below the 2026 limit.\n- A Spain hotel costing EUR 158 per night in 2026 requires advance approval because the standard limit is EUR 150."", ""## 3. Hotel limits — current policy\n\nThe following nightly hotel limits apply from **1 January 2026**:\n\n| Location | Maximum reimbursable room rate per night |\n|---|---:|\n| Germany | EUR 160 |\n| Belgium | EUR 170 |\n| Spain | EUR 150 |\n| Pakistan | PKR 32,000 |\n\nThe limit applies to the room rate including mandatory hotel taxes, but excluding separately charged breakfast where breakfast is reimbursable under the expense policy.\n\nA higher rate may be reimbursed only if approved **before booking** by the employee's manager and the relevant cost-center owner.\n\n## 4. Historical limits — do not use for travel from 2026 onward""]","[""expense_policy.md"", ""travel_policy.md"", ""travel_policy.md""]","[0.411301851272583, 0.4517271816730499, 0.48783940076828003]",tfidf_filtered,"[""expense_policy.md"", ""travel_policy.md""]","[{""source"": ""expense_policy.md"", ""score"": 0.384076}, {""source"": ""travel_policy.md"", ""score"": 0.309091}, {""source"": ""parental_leave.md"", ""score"": 0.005936}, {""source"": ""annual_leave.md"", ""score"": 0.003976}, {""source"": ""remote_work.md"", ""score"": 0.0}]",0.062,1.863,1.0,,15.03,1.0,,16.238,0.8391513669132213,,0.133,33.327,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,0.0
q088,"After returning from parental leave, a Germany-based employee wants to work remotely at the normal maximum. Which policy governs the arrangement and what is that maximum?","Remote Work Policy HR-RMT-0204 governs it, and the normal Germany maximum is 3 remote days per week.","The policy governing the arrangement is HR-RMT-0204, and the maximum number of remote days is 3.","[""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""The request should normally be submitted at least **4 weeks before** the planned return date.\n\nApproval depends on role requirements, local law, and agreement with HR and the employee's manager.\n\n## 5. Remote work after parental leave\n\nReturning from parental leave does not automatically create an additional remote-work allowance.\n\nAny remote-work arrangement must follow **Remote Work Policy HR-RMT-0204** unless a specific temporary exception is approved.\n\n## 6. Annual leave interaction\n\nCompany-paid transition days are not deducted from the employee's annual-leave balance.\n\nUnused annual leave remains governed by **Annual Leave Policy HR-LEV-0101**, including its carry-forward rules."", ""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days.""]","[""remote_work.md"", ""parental_leave.md"", ""remote_work.md""]","[0.506834864616394, 0.5316176414489746, 0.5378226041793823]",tfidf_filtered,"[""parental_leave.md"", ""remote_work.md""]","[{""source"": ""parental_leave.md"", ""score"": 0.282305}, {""source"": ""remote_work.md"", ""score"": 0.215995}, {""source"": ""annual_leave.md"", ""score"": 0.143686}, {""source"": ""expense_policy.md"", ""score"": 0.013181}, {""source"": ""travel_policy.md"", ""score"": 0.011402}]",0.066,1.65,1.0,,14.369,0.8,,15.467,0.8759949708691196,,0.111,31.664,GPT-5.6 Sol,1.0,1.0,1.0,correct,"Answer is factually correct, directly relevant, and its substantive claims are supported by the retrieved context.",0.0,-0.19999999999999996
q089,"A returning parent has unused annual leave. Which policy controls those unused days, and what is the normal carry-forward cap?","Annual Leave Policy HR-LEV-0101 controls them, and the normal carry-forward cap is 5 days.","The normal carry-forward cap is 5 unused annual-leave days, as per the context.","[""## 3. Carry-forward\n\nEmployees may carry forward a maximum of **5 unused annual-leave days** into the following calendar year.\n\nCarried-forward leave must normally be used by **31 March** of the following year. Any remaining carried-forward leave expires after that date unless HR has approved an exception in writing.\n\n## 4. Leave requests\n\nLeave of **5 consecutive working days or fewer** should normally be requested at least **5 working days in advance**.\n\nLeave of **more than 5 consecutive working days** should normally be requested at least **3 weeks in advance**.\n\nAll annual-leave requests require approval from the employee's direct manager.\n\n## 5. Probation"", ""## 7. Examples\n\n- An employee contracted in Germany with 8 unused days at year-end may carry forward only 5 days.\n- An employee contracted in Pakistan with 3 unused days may carry all 3 days forward.\n- A Germany-based employee temporarily working from Pakistan still follows the Germany annual-leave entitlement unless the employment contract is changed."", ""# FakeCompanyABC Annual Leave Policy\n\n## 1. Purpose\n\nThis policy defines annual paid leave, carry-forward rules, and the process for requesting leave at FakeCompanyABC.\n\n## 2. Annual leave entitlement\n\nAnnual leave depends on the employee's contractual work location.\n\n### Germany\n\nFull-time employees whose contractual work location is Germany receive **30 working days of paid annual leave per calendar year**.\n\n### Pakistan\n\nFull-time employees whose contractual work location is Pakistan receive **24 working days of paid annual leave per calendar year**.\n\nPart-time employees receive annual leave on a pro-rata basis according to their contracted working days.\n\n## 3. Carry-forward""]","[""annual_leave.md"", ""annual_leave.md"", ""annual_leave.md""]","[0.46656686067581177, 0.5328457951545715, 0.5869748592376709]",tfidf_filtered,"[""annual_leave.md""]","[{""source"": ""annual_leave.md"", ""score"": 0.46767}, {""source"": ""parental_leave.md"", ""score"": 0.248134}, {""source"": ""remote_work.md"", ""score"": 0.047096}, {""source"": ""expense_policy.md"", ""score"": 0.008031}, {""source"": ""travel_policy.md"", ""score"": 0.0}]",0.06,0.807,1.0,,12.751,0.67,,13.382,0.9290289709794592,,0.101,27.102,GPT-5.6 Sol,1.0,0.5,0.75,partial,"Correctly gives the 5-day carry-forward cap but omits the requested controlling policy, Annual Leave Policy HR-LEV-0101.",0.0,0.17000000000000004
q090,"A Germany-contracted employee temporarily works from Pakistan. Does that temporary location change the employee’s annual-leave entitlement, and is cross-border remote work automatically covered by the normal weekly allowance?","No on both points: the Germany annual-leave entitlement continues unless the contract changes, and cross-border remote work is not automatically covered by the normal weekly allowance.","Yes, the temporary location change affects the annual-leave entitlement, and cross-border remote work is automatically covered by the normal weekly allowance.","[""An exception to office attendance does **not** automatically authorize cross-border remote work.\n\n## 5. Examples\n\n- A Germany-based employee working from home in Germany 3 days in one week may be allowed if the manager approves.\n- A Pakistan-based employee normally has a maximum of 2 remote days per week.\n- A Germany-based employee who wants to work from Spain for one week needs HR and manager approval even if the employee has unused remote-work days."", ""# FakeCompanyABC Remote Work Policy\n\n## 1. Standard remote-work allowance\n\nRemote-work allowances depend on contractual work location and team requirements.\n\n### Germany\n\nEmployees contracted in Germany may normally work remotely for up to **3 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **2 days per week**.\n\n### Pakistan\n\nEmployees contracted in Pakistan may normally work remotely for up to **2 days per week**, subject to manager approval and team scheduling.\n\nEmployees are normally expected to work from a FakeCompanyABC office at least **3 days per week**.\n\n## 2. Working from another country"", ""## 7. Examples\n\n- An employee contracted in Germany with 8 unused days at year-end may carry forward only 5 days.\n- An employee contracted in Pakistan with 3 unused days may carry all 3 days forward.\n- A Germany-based employee temporarily working from Pakistan still follows the Germany annual-leave entitlement unless the employment contract is changed.""]","[""remote_work.md"", ""remote_work.md"", ""annual_leave.md""]","[0.34669655561447144, 0.3539707064628601, 0.37928643822669983]",tfidf_filtered,"[""remote_work.md"", ""annual_leave.md""]","[{""source"": ""remote_work.md"", ""score"": 0.341466}, {""source"": ""annual_leave.md"", ""score"": 0.27568}, {""source"": ""parental_leave.md"", ""score"": 0.225649}, {""source"": ""expense_policy.md"", ""score"": 0.010638}, {""source"": ""travel_policy.md"", ""score"": 0.004811}]",0.068,1.571,0.0,,13.806,0.67,,18.013,0.9006788524649255,,0.208,33.667,GPT-5.6 Sol,0.0,0.0,1.0,incorrect,Both requested conclusions are reversed relative to the retrieved policies.,0.0,0.67
q091,"For a full-time employee contractually based in Pakistan, state the standard annual-leave entitlement and normal weekly remote-work maximum.",24 working days of annual leave per year and up to 2 remote days per week.,"For a full-time employee contractually based in Pakistan, the standard annual-leave entitlement is 24 working days per calendar year. The normal weekly remote-work maximum is 5 days.","[""# FakeCompanyABC Annual Leave Policy\n\n## 1. Purpose\n\nThis policy defines annual paid leave, carry-forward rules, and the process for requesting leave at FakeCompanyABC.\n\n## 2. Annual leave entitlement\n\nAnnual leave depends on the employee's contractual work location.\n\n### Germany\n\nFull-time employees whose contractual work location is Germany receive **30 working days of paid annual leave per calendar year**.\n\n### Pakistan\n\nFull-time employees whose contractual work location is Pakistan receive **24 working days of paid annual leave per calendar year**.\n\nPart-time employees receive annual leave on a pro-rata basis according to their contracted working days.\n\n## 3. Carry-forward"", ""## 7. Examples\n\n- An employee contracted in Germany with 8 unused days at year-end may carry forward only 5 days.\n- An employee contracted in Pakistan with 3 unused days may carry all 3 days forward.\n- A Germany-based employee temporarily working from Pakistan still follows the Germany annual-leave entitlement unless the employment contract is changed."", ""Unused annual leave remains governed by **Annual Leave Policy HR-LEV-0101**, including its carry-forward rules.\n\n## 7. Examples\n\n- An eligible full-time employee with 18 months of service may receive up to 5 company-paid transition days.\n- An employee with only 8 months of continuous service is not eligible for the company-paid transition days under this policy, although statutory rights may still apply.\n- A returning employee requesting temporary remote work must also consider HR-RMT-0204.""]","[""annual_leave.md"", ""annual_leave.md"", ""parental_leave.md""]","[0.37566938996315, 0.4361317753791809, 0.505031406879425]",tfidf_filtered,"[""annual_leave.md"", ""parental_leave.md""]","[{""source"": ""annual_leave.md"", ""score"": 0.338274}, {""source"": ""parental_leave.md"", ""score"": 0.277957}, {""source"": ""remote_work.md"", ""score"": 0.270549}, {""source"": ""travel_policy.md"", ""score"": 0.024227}, {""source"": ""expense_policy.md"", ""score"": 0.017662}]",0.064,1.426,0.5,,14.77,0.67,,16.598,0.8489935696910518,,0.136,32.995,GPT-5.6 Sol,0.5,0.5,1.0,partial,Correctly gives Pakistan annual leave as 24 days but incorrectly gives a 5-day remote-work maximum instead of 2; retrieved context does not support the 5-day remote claim.,0.0,0.17000000000000004
